Table name,State,District,Area Name,Last residence,Last residence,Place of enumeration,Total migrants,Total migrants (M),Total migrants (F),Less than 1 year,Less than 1 year(M),Less than 1 year(F),1-4 years,1-4 years(M),1-4 years(F),5-9 years,5-9 years(M),5-9 years(F),10-19 years,10-19 years(M),10-19 years(F),20+ years,20+ years(M),20+ years(F),Duration not stated,Duration not stated(M),Duration not stated(F)
,,,,,Total/Rural/Urban/Country,Total/Rural/Urban,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
D0302,7,98,South,Rajasthan,Urban,Rural,32,13,19,2,1,1,7,3,4,4,2,2,14,5,9,5,2,3,0,0,0
D0302,7,98,South,Rajasthan,Urban,Urban,"18,721","8,891","9,830",660,336,324,"3,047","1,418","1,629","2,864","1,339","1,525","4,054","1,888","2,166","7,179","3,498","3,681",917,412,505
D0302,7,98,South,Uttar Pradesh,Total,Total,"5,03,897","2,70,092","2,33,805","17,032","9,043","7,989","75,396","38,220","37,176","88,143","46,151","41,992","1,44,679","77,421","67,258","1,56,285","87,953","68,332","22,362","11,304","11,058"
D0302,7,98,South,Uttar Pradesh,Total,Rural,"2,677","1,547","1,130",265,160,105,699,440,259,452,234,218,728,407,321,442,252,190,91,54,37
D0302,7,98,South,Uttar Pradesh,Total,Urban,"5,01,220","2,68,545","2,32,675","16,767","8,883","7,884","74,697","37,780","36,917","87,691","45,917","41,774","1,43,951","77,014","66,937","1,55,843","87,701","68,142","22,271","11,250","11,021"
D0302,7,98,South,Uttar Pradesh,Rural,Total,"3,59,942","1,99,010","1,60,932","11,710","6,363","5,347","51,322","26,761","24,561","63,809","34,105","29,704","1,08,745","59,730","49,015","1,11,820","65,423","46,397","12,536","6,628","5,908"
D0302,7,98,South,Uttar Pradesh,Rural,Rural,"2,215","1,312",903,210,127,83,554,358,196,392,212,180,621,358,263,382,223,159,56,34,22
D0302,7,98,South,Uttar Pradesh,Rural,Urban,"3,57,727","1,97,698","1,60,029","11,500","6,236","5,264","50,768","26,403","24,365","63,417","33,893","29,524","1,08,124","59,372","48,752","1,11,438","65,200","46,238","12,480","6,594","5,886"
D0302,7,98,South,Uttar Pradesh,Urban,Total,"1,37,624","67,967","69,657","5,113","2,574","2,539","23,451","11,188","12,263","23,727","11,787","11,940","35,186","17,337","17,849","43,555","22,100","21,455","6,592","2,981","3,611"
D0302,7,98,South,Uttar Pradesh,Urban,Rural,446,228,218,54,33,21,145,82,63,58,21,37,105,48,57,57,28,29,27,16,11
D0302,7,98,South,Uttar Pradesh,Urban,Urban,"1,37,178","67,739","69,439","5,059","2,541","2,518","23,306","11,106","12,200","23,669","11,766","11,903","35,081","17,289","17,792","43,498","22,072","21,426","6,565","2,965","3,600"
D0302,7,98,South,Bihar,Total,Total,"2,23,293","1,33,213","90,080","9,426","5,626","3,800","43,641","25,006","18,635","50,824","29,523","21,301","71,923","43,237","28,686","38,572","24,730","13,842","8,907","5,091","3,816"
D0302,7,98,South,Bihar,Total,Rural,744,473,271,76,48,28,221,145,76,175,101,74,187,121,66,72,49,23,13,9,4
D0302,7,98,South,Bihar,Total,Urban,"2,22,549","1,32,740","89,809","9,350","5,578","3,772","43,420","24,861","18,559","50,649","29,422","21,227","71,736","43,116","28,620","38,500","24,681","13,819","8,894","5,082","3,812"
D0302,7,98,South,Bihar,Rural,Total,"1,79,388","1,08,185","71,203","7,250","4,427","2,823","33,570","19,381","14,189","40,639","23,764","16,875","60,043","36,330","23,713","31,980","20,854","11,126","5,906","3,429","2,477"
D0302,7,98,South,Bihar,Rural,Rural,640,415,225,67,44,23,188,126,62,149,89,60,163,106,57,66,45,21,7,5,2
D0302,7,98,South,Bihar,Rural,Urban,"1,78,748","1,07,770","70,978","7,183","4,383","2,800","33,382","19,255","14,127","40,490","23,675","16,815","59,880","36,224","23,656","31,914","20,809","11,105","5,899","3,424","2,475"
D0302,7,98,South,Bihar,Urban,Total,"41,558","23,687","17,871","2,091","1,152",939,"9,727","5,441","4,286","9,851","5,570","4,281","11,524","6,711","4,813","6,391","3,761","2,630","1,974","1,052",922
D0302,7,98,South,Bihar,Urban,Rural,100,54,46,8,3,5,32,18,14,25,11,14,24,15,9,6,4,2,5,3,2
D0302,7,98,South,Bihar,Urban,Urban,"41,458","23,633","17,825","2,083","1,149",934,"9,695","5,423","4,272","9,826","5,559","4,267","11,500","6,696","4,804","6,385","3,757","2,628","1,969","1,049",920
D0302,7,98,South,Sikkim,Total,Total,232,107,125,27,15,12,53,20,33,60,24,36,45,20,25,37,23,14,10,5,5
D0302,7,98,South,Sikkim,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Sikkim,Total,Urban,232,107,125,27,15,12,53,20,33,60,24,36,45,20,25,37,23,14,10,5,5
D0302,7,98,South,Sikkim,Rural,Total,72,31,41,12,6,6,19,4,15,12,5,7,14,6,8,10,8,2,5,2,3
D0302,7,98,South,Sikkim,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Sikkim,Rural,Urban,72,31,41,12,6,6,19,4,15,12,5,7,14,6,8,10,8,2,5,2,3
D0302,7,98,South,Sikkim,Urban,Total,151,70,81,14,9,5,33,15,18,46,17,29,30,13,17,24,14,10,4,2,2
D0302,7,98,South,Sikkim,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Sikkim,Urban,Urban,151,70,81,14,9,5,33,15,18,46,17,29,30,13,17,24,14,10,4,2,2
D0302,7,98,South,Arunachal Pradesh,Total,Total,250,116,134,28,10,18,78,32,46,61,30,31,48,23,25,30,19,11,5,2,3
D0302,7,98,South,Arunachal Pradesh,Total,Rural,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Arunachal Pradesh,Total,Urban,246,115,131,28,10,18,74,31,43,61,30,31,48,23,25,30,19,11,5,2,3
D0302,7,98,South,Arunachal Pradesh,Rural,Total,52,26,26,7,3,4,15,4,11,13,9,4,10,4,6,7,6,1,0,0,0
D0302,7,98,South,Arunachal Pradesh,Rural,Rural,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Arunachal Pradesh,Rural,Urban,48,25,23,7,3,4,11,3,8,13,9,4,10,4,6,7,6,1,0,0,0
D0302,7,98,South,Arunachal Pradesh,Urban,Total,196,90,106,21,7,14,63,28,35,48,21,27,37,19,18,23,13,10,4,2,2
D0302,7,98,South,Arunachal Pradesh,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Arunachal Pradesh,Urban,Urban,196,90,106,21,7,14,63,28,35,48,21,27,37,19,18,23,13,10,4,2,2
D0302,7,98,South,Nagaland,Total,Total,430,187,243,25,7,18,145,64,81,114,52,62,80,36,44,45,21,24,21,7,14
D0302,7,98,South,Nagaland,Total,Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Nagaland,Total,Urban,429,187,242,25,7,18,145,64,81,114,52,62,80,36,44,44,21,23,21,7,14
D0302,7,98,South,Nagaland,Rural,Total,42,18,24,5,1,4,15,6,9,8,6,2,9,4,5,3,1,2,2,0,2
D0302,7,98,South,Nagaland,Rural,Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Nagaland,Rural,Urban,41,18,23,5,1,4,15,6,9,8,6,2,9,4,5,2,1,1,2,0,2
D0302,7,98,South,Nagaland,Urban,Total,379,166,213,20,6,14,127,58,69,106,46,60,70,31,39,38,18,20,18,7,11
D0302,7,98,South,Nagaland,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Nagaland,Urban,Urban,379,166,213,20,6,14,127,58,69,106,46,60,70,31,39,38,18,20,18,7,11
D0302,7,98,South,Manipur,Total,Total,"1,458",720,738,115,53,62,584,270,314,319,167,152,271,147,124,85,46,39,84,37,47
D0302,7,98,South,Manipur,Total,Rural,9,6,3,0,0,0,8,5,3,0,0,0,0,0,0,1,1,0,0,0,0
D0302,7,98,South,Manipur,Total,Urban,"1,449",714,735,115,53,62,576,265,311,319,167,152,271,147,124,84,45,39,84,37,47
D0302,7,98,South,Manipur,Rural,Total,515,256,259,49,20,29,232,111,121,108,59,49,80,43,37,24,14,10,22,9,13
D0302,7,98,South,Manipur,Rural,Rural,7,4,3,0,0,0,6,3,3,0,0,0,0,0,0,1,1,0,0,0,0
D0302,7,98,South,Manipur,Rural,Urban,508,252,256,49,20,29,226,108,118,108,59,49,80,43,37,23,13,10,22,9,13
D0302,7,98,South,Manipur,Urban,Total,902,447,455,63,32,31,345,158,187,203,104,99,182,100,82,61,32,29,48,21,27
D0302,7,98,South,Manipur,Urban,Rural,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Manipur,Urban,Urban,900,445,455,63,32,31,343,156,187,203,104,99,182,100,82,61,32,29,48,21,27
D0302,7,98,South,Mizoram,Total,Total,117,43,74,8,6,2,45,15,30,26,8,18,18,8,10,13,5,8,7,1,6
D0302,7,98,South,Mizoram,Total,Rural,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Mizoram,Total,Urban,116,42,74,8,6,2,44,14,30,26,8,18,18,8,10,13,5,8,7,1,6
D0302,7,98,South,Mizoram,Rural,Total,27,9,18,1,0,1,12,4,8,5,2,3,3,1,2,4,2,2,2,0,2
D0302,7,98,South,Mizoram,Rural,Rural,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Mizoram,Rural,Urban,26,8,18,1,0,1,11,3,8,5,2,3,3,1,2,4,2,2,2,0,2
D0302,7,98,South,Mizoram,Urban,Total,85,34,51,7,6,1,32,11,21,20,6,14,15,7,8,9,3,6,2,1,1
D0302,7,98,South,Mizoram,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Mizoram,Urban,Urban,85,34,51,7,6,1,32,11,21,20,6,14,15,7,8,9,3,6,2,1,1
D0302,7,98,South,Tripura,Total,Total,412,251,161,32,17,15,123,71,52,100,60,40,79,51,28,73,48,25,5,4,1
D0302,7,98,South,Tripura,Total,Rural,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Tripura,Total,Urban,411,250,161,32,17,15,122,70,52,100,60,40,79,51,28,73,48,25,5,4,1
D0302,7,98,South,Tripura,Rural,Total,111,66,45,6,5,1,29,15,14,32,17,15,19,13,6,23,15,8,2,1,1
D0302,7,98,South,Tripura,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Tripura,Rural,Urban,111,66,45,6,5,1,29,15,14,32,17,15,19,13,6,23,15,8,2,1,1
D0302,7,98,South,Tripura,Urban,Total,298,182,116,26,12,14,94,56,38,66,41,25,60,38,22,50,33,17,2,2,0
D0302,7,98,South,Tripura,Urban,Rural,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Tripura,Urban,Urban,297,181,116,26,12,14,93,55,38,66,41,25,60,38,22,50,33,17,2,2,0
D0302,7,98,South,Meghalaya,Total,Total,602,306,296,55,32,23,174,90,84,104,47,57,107,45,62,139,79,60,23,13,10
D0302,7,98,South,Meghalaya,Total,Rural,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Meghalaya,Total,Urban,601,305,296,54,31,23,174,90,84,104,47,57,107,45,62,139,79,60,23,13,10
D0302,7,98,South,Meghalaya,Rural,Total,86,49,37,14,7,7,18,12,6,10,7,3,25,9,16,17,12,5,2,2,0
D0302,7,98,South,Meghalaya,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Meghalaya,Rural,Urban,86,49,37,14,7,7,18,12,6,10,7,3,25,9,16,17,12,5,2,2,0
D0302,7,98,South,Meghalaya,Urban,Total,507,252,255,40,24,16,156,78,78,91,39,52,82,36,46,122,67,55,16,8,8
D0302,7,98,South,Meghalaya,Urban,Rural,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Meghalaya,Urban,Urban,506,251,255,39,23,16,156,78,78,91,39,52,82,36,46,122,67,55,16,8,8
D0302,7,98,South,Assam,Total,Total,"6,580","3,369","3,211",420,225,195,"1,903",968,935,"1,630",845,785,"1,347",703,644,"1,034",519,515,246,109,137
D0302,7,98,South,Assam,Total,Rural,17,6,11,0,0,0,8,4,4,4,2,2,2,0,2,2,0,2,1,0,1
D0302,7,98,South,Assam,Total,Urban,"6,563","3,363","3,200",420,225,195,"1,895",964,931,"1,626",843,783,"1,345",703,642,"1,032",519,513,245,109,136
D0302,7,98,South,Assam,Rural,Total,"2,853","1,520","1,333",233,115,118,854,441,413,725,391,334,627,349,278,349,192,157,65,32,33
D0302,7,98,South,Assam,Rural,Rural,14,5,9,0,0,0,8,4,4,2,1,1,2,0,2,1,0,1,1,0,1
D0302,7,98,South,Assam,Rural,Urban,"2,839","1,515","1,324",233,115,118,846,437,409,723,390,333,625,349,276,348,192,156,64,32,32
D0302,7,98,South,Assam,Urban,Total,"3,623","1,796","1,827",176,103,73,"1,034",521,513,888,441,447,701,343,358,671,323,348,153,65,88
D0302,7,98,South,Assam,Urban,Rural,3,1,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Assam,Urban,Urban,"3,620","1,795","1,825",176,103,73,"1,034",521,513,886,440,446,701,343,358,670,323,347,153,65,88
D0302,7,98,South,West Bengal,Total,Total,"49,436","25,369","24,067","2,226","1,180","1,046","9,359","4,729","4,630","9,852","5,035","4,817","13,306","6,862","6,444","12,776","6,604","6,172","1,917",959,958
D0302,7,98,South,West Bengal,Total,Rural,124,61,63,8,3,5,26,14,12,26,10,16,40,23,17,21,9,12,3,2,1
D0302,7,98,South,West Bengal,Total,Urban,"49,312","25,308","24,004","2,218","1,177","1,041","9,333","4,715","4,618","9,826","5,025","4,801","13,266","6,839","6,427","12,755","6,595","6,160","1,914",957,957
D0302,7,98,South,West Bengal,Rural,Total,"20,557","11,562","8,995","1,012",590,422,"4,122","2,230","1,892","4,712","2,573","2,139","6,059","3,438","2,621","4,126","2,439","1,687",526,292,234
D0302,7,98,South,West Bengal,Rural,Rural,66,37,29,5,2,3,17,11,6,8,3,5,27,16,11,8,4,4,1,1,0
D0302,7,98,South,West Bengal,Rural,Urban,"20,491","11,525","8,966","1,007",588,419,"4,105","2,219","1,886","4,704","2,570","2,134","6,032","3,422","2,610","4,118","2,435","1,683",525,291,234
D0302,7,98,South,West Bengal,Urban,Total,"28,086","13,450","14,636","1,167",565,602,"5,133","2,448","2,685","5,054","2,424","2,630","7,153","3,382","3,771","8,530","4,126","4,404","1,049",505,544
D0302,7,98,South,West Bengal,Urban,Rural,55,22,33,3,1,2,7,2,5,18,7,11,13,7,6,13,5,8,1,0,1
D0302,7,98,South,West Bengal,Urban,Urban,"28,031","13,428","14,603","1,164",564,600,"5,126","2,446","2,680","5,036","2,417","2,619","7,140","3,375","3,765","8,517","4,121","4,396","1,048",505,543
D0302,7,98,South,Jharkhand,Total,Total,"19,466","10,480","8,986",938,483,455,"4,785","2,461","2,324","4,714","2,509","2,205","5,643","3,154","2,489","2,602","1,477","1,125",784,396,388
D0302,7,98,South,Jharkhand,Total,Rural,375,220,155,10,6,4,55,26,29,85,44,41,157,95,62,62,44,18,6,5,1
D0302,7,98,South,Jharkhand,Total,Urban,"19,091","10,260","8,831",928,477,451,"4,730","2,435","2,295","4,629","2,465","2,164","5,486","3,059","2,427","2,540","1,433","1,107",778,391,387
D0302,7,98,South,Jharkhand,Rural,Total,"11,540","6,365","5,175",538,295,243,"2,618","1,362","1,256","2,854","1,552","1,302","3,582","2,026","1,556","1,604",959,645,344,171,173
D0302,7,98,South,Jharkhand,Rural,Rural,349,203,146,8,4,4,46,21,25,77,39,38,154,93,61,60,42,18,4,4,0
D0302,7,98,South,Jharkhand,Rural,Urban,"11,191","6,162","5,029",530,291,239,"2,572","1,341","1,231","2,777","1,513","1,264","3,428","1,933","1,495","1,544",917,627,340,167,173
D0302,7,98,South,Jharkhand,Urban,Total,"7,655","3,979","3,676",379,177,202,"2,108","1,071","1,037","1,820",938,882,"2,037","1,115",922,979,508,471,332,170,162
D0302,7,98,South,Jharkhand,Urban,Rural,22,15,7,2,2,0,9,5,4,6,4,2,3,2,1,2,2,0,0,0,0
D0302,7,98,South,Jharkhand,Urban,Urban,"7,633","3,964","3,669",377,175,202,"2,099","1,066","1,033","1,814",934,880,"2,034","1,113",921,977,506,471,332,170,162
D0302,7,98,South,Odisha,Total,Total,"13,595","7,554","6,041",635,301,334,"3,197","1,594","1,603","3,193","1,755","1,438","3,745","2,224","1,521","2,209","1,329",880,616,351,265
D0302,7,98,South,Odisha,Total,Rural,56,34,22,5,2,3,12,8,4,12,7,5,17,12,5,9,5,4,1,0,1
D0302,7,98,South,Odisha,Total,Urban,"13,539","7,520","6,019",630,299,331,"3,185","1,586","1,599","3,181","1,748","1,433","3,728","2,212","1,516","2,200","1,324",876,615,351,264
D0302,7,98,South,Odisha,Rural,Total,"8,280","4,767","3,513",351,171,180,"1,873",965,908,"1,937","1,116",821,"2,417","1,469",948,"1,399",872,527,303,174,129
D0302,7,98,South,Odisha,Rural,Rural,38,26,12,3,2,1,9,7,2,5,2,3,14,10,4,7,5,2,0,0,0
D0302,7,98,South,Odisha,Rural,Urban,"8,242","4,741","3,501",348,169,179,"1,864",958,906,"1,932","1,114",818,"2,403","1,459",944,"1,392",867,525,303,174,129
D0302,7,98,South,Odisha,Urban,Total,"5,060","2,653","2,407",271,124,147,"1,271",604,667,"1,229",623,606,"1,302",744,558,793,452,341,194,106,88
D0302,7,98,South,Odisha,Urban,Rural,18,8,10,2,0,2,3,1,2,7,5,2,3,2,1,2,0,2,1,0,1
D0302,7,98,South,Odisha,Urban,Urban,"5,042","2,645","2,397",269,124,145,"1,268",603,665,"1,222",618,604,"1,299",742,557,791,452,339,193,106,87
D0302,7,98,South,Chhattisgarh,Total,Total,"3,112","1,495","1,617",162,72,90,620,278,342,589,267,322,732,362,370,843,446,397,166,70,96
D0302,7,98,South,Chhattisgarh,Total,Rural,19,9,10,2,1,1,4,2,2,8,3,5,3,2,1,2,1,1,0,0,0
D0302,7,98,South,Chhattisgarh,Total,Urban,"3,093","1,486","1,607",160,71,89,616,276,340,581,264,317,729,360,369,841,445,396,166,70,96
D0302,7,98,South,Chhattisgarh,Rural,Total,"1,971",953,"1,018",93,44,49,340,146,194,337,147,190,525,254,271,584,325,259,92,37,55
D0302,7,98,South,Chhattisgarh,Rural,Rural,17,8,9,2,1,1,4,2,2,6,2,4,3,2,1,2,1,1,0,0,0
D0302,7,98,South,Chhattisgarh,Rural,Urban,"1,954",945,"1,009",91,43,48,336,144,192,331,145,186,522,252,270,582,324,258,92,37,55
D0302,7,98,South,Chhattisgarh,Urban,Total,"1,087",518,569,62,24,38,275,131,144,248,117,131,201,105,96,251,118,133,50,23,27
D0302,7,98,South,Chhattisgarh,Urban,Rural,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Chhattisgarh,Urban,Urban,"1,085",517,568,62,24,38,275,131,144,246,116,130,201,105,96,251,118,133,50,23,27
D0302,7,98,South,Madhya Pradesh,Total,Total,"22,208","11,191","11,017","1,251",656,595,"4,362","2,094","2,268","4,099","2,071","2,028","5,377","2,741","2,636","6,098","3,108","2,990","1,021",521,500
D0302,7,98,South,Madhya Pradesh,Total,Rural,133,72,61,69,40,29,26,13,13,15,8,7,16,9,7,7,2,5,0,0,0
D0302,7,98,South,Madhya Pradesh,Total,Urban,"22,075","11,119","10,956","1,182",616,566,"4,336","2,081","2,255","4,084","2,063","2,021","5,361","2,732","2,629","6,091","3,106","2,985","1,021",521,500
D0302,7,98,South,Madhya Pradesh,Rural,Total,"12,399","6,633","5,766",805,451,354,"2,324","1,167","1,157","2,365","1,247","1,118","3,293","1,780","1,513","3,137","1,731","1,406",475,257,218
D0302,7,98,South,Madhya Pradesh,Rural,Rural,112,62,50,64,37,27,22,11,11,8,5,3,13,8,5,5,1,4,0,0,0
D0302,7,98,South,Madhya Pradesh,Rural,Urban,"12,287","6,571","5,716",741,414,327,"2,302","1,156","1,146","2,357","1,242","1,115","3,280","1,772","1,508","3,132","1,730","1,402",475,257,218
D0302,7,98,South,Madhya Pradesh,Urban,Total,"9,479","4,421","5,058",427,197,230,"1,991",911,"1,080","1,708",814,894,"2,045",948,"1,097","2,899","1,350","1,549",409,201,208
D0302,7,98,South,Madhya Pradesh,Urban,Rural,21,10,11,5,3,2,4,2,2,7,3,4,3,1,2,2,1,1,0,0,0
D0302,7,98,South,Madhya Pradesh,Urban,Urban,"9,458","4,411","5,047",422,194,228,"1,987",909,"1,078","1,701",811,890,"2,042",947,"1,095","2,897","1,349","1,548",409,201,208
D0302,7,98,South,Gujarat,Total,Total,"3,033","1,411","1,622",157,83,74,706,322,384,532,264,268,628,296,332,836,367,469,174,79,95
D0302,7,98,South,Gujarat,Total,Rural,6,3,3,0,0,0,0,0,0,1,0,1,3,2,1,1,0,1,1,1,0
D0302,7,98,South,Gujarat,Total,Urban,"3,027","1,408","1,619",157,83,74,706,322,384,531,264,267,625,294,331,835,367,468,173,78,95
D0302,7,98,South,Gujarat,Rural,Total,525,239,286,30,14,16,108,47,61,82,41,41,112,47,65,178,83,95,15,7,8
D0302,7,98,South,Gujarat,Rural,Rural,4,3,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0
D0302,7,98,South,Gujarat,Rural,Urban,521,236,285,30,14,16,108,47,61,82,41,41,109,45,64,178,83,95,14,6,8
D0302,7,98,South,Gujarat,Urban,Total,"2,461","1,154","1,307",126,68,58,597,275,322,448,222,226,507,244,263,650,283,367,133,62,71
D0302,7,98,South,Gujarat,Urban,Rural,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Gujarat,Urban,Urban,"2,459","1,154","1,305",126,68,58,597,275,322,447,222,225,507,244,263,649,283,366,133,62,71
D0302,7,98,South,Daman & Diu,Total,Total,7,4,3,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,1,0,1
D0302,7,98,South,Daman & Diu,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Daman & Diu,Total,Urban,7,4,3,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,1,0,1
D0302,7,98,South,Daman & Diu,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Daman & Diu,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Daman & Diu,Rural,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Daman & Diu,Urban,Total,6,4,2,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,0,0,0
D0302,7,98,South,Daman & Diu,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Daman & Diu,Urban,Urban,6,4,2,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Total,Total,7,2,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,2,0,2
D0302,7,98,South,Dadra & Nagar Haveli,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Total,Urban,7,2,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,2,0,2
D0302,7,98,South,Dadra & Nagar Haveli,Rural,Total,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Rural,Urban,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Urban,Total,6,2,4,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,2,0,2
D0302,7,98,South,Dadra & Nagar Haveli,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Dadra & Nagar Haveli,Urban,Urban,6,2,4,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,2,0,2
D0302,7,98,South,Maharashtra,Total,Total,"12,612","5,790","6,822",654,341,313,"2,618","1,236","1,382","2,092",961,"1,131","2,636","1,151","1,485","3,884","1,768","2,116",728,333,395
D0302,7,98,South,Maharashtra,Total,Rural,36,16,20,2,1,1,5,1,4,18,10,8,10,4,6,1,0,1,0,0,0
D0302,7,98,South,Maharashtra,Total,Urban,"12,576","5,774","6,802",652,340,312,"2,613","1,235","1,378","2,074",951,"1,123","2,626","1,147","1,479","3,883","1,768","2,115",728,333,395
D0302,7,98,South,Maharashtra,Rural,Total,"1,576",761,815,50,22,28,303,147,156,238,111,127,380,182,198,537,268,269,68,31,37
D0302,7,98,South,Maharashtra,Rural,Rural,4,2,2,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Maharashtra,Rural,Urban,"1,572",759,813,49,22,27,303,147,156,235,109,126,380,182,198,537,268,269,68,31,37
D0302,7,98,South,Maharashtra,Urban,Total,"10,731","4,896","5,835",593,314,279,"2,278","1,070","1,208","1,835",845,990,"2,224",957,"1,267","3,294","1,479","1,815",507,231,276
D0302,7,98,South,Maharashtra,Urban,Rural,30,14,16,1,1,0,4,1,3,15,8,7,10,4,6,0,0,0,0,0,0
D0302,7,98,South,Maharashtra,Urban,Urban,"10,701","4,882","5,819",592,313,279,"2,274","1,069","1,205","1,820",837,983,"2,214",953,"1,261","3,294","1,479","1,815",507,231,276
D0302,7,98,South,Andhra Pradesh,Total,Total,"4,299","2,088","2,211",263,133,130,"1,004",491,513,744,352,392,916,423,493,"1,126",566,560,246,123,123
D0302,7,98,South,Andhra Pradesh,Total,Rural,18,8,10,1,1,0,2,1,1,5,2,3,4,1,3,5,3,2,1,0,1
D0302,7,98,South,Andhra Pradesh,Total,Urban,"4,281","2,080","2,201",262,132,130,"1,002",490,512,739,350,389,912,422,490,"1,121",563,558,245,123,122
D0302,7,98,South,Andhra Pradesh,Rural,Total,938,468,470,77,41,36,212,113,99,142,63,79,217,98,119,245,128,117,45,25,20
D0302,7,98,South,Andhra Pradesh,Rural,Rural,8,3,5,1,1,0,0,0,0,1,0,1,4,1,3,2,1,1,0,0,0
D0302,7,98,South,Andhra Pradesh,Rural,Urban,930,465,465,76,40,36,212,113,99,141,63,78,213,97,116,243,127,116,45,25,20
D0302,7,98,South,Andhra Pradesh,Urban,Total,"3,256","1,571","1,685",186,92,94,780,368,412,592,285,307,694,322,372,851,431,420,153,73,80
D0302,7,98,South,Andhra Pradesh,Urban,Rural,10,5,5,0,0,0,2,1,1,4,2,2,0,0,0,3,2,1,1,0,1
